crop,state,season,soil_type,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,land_area_acres,yield_per_acre,total_yield
Groundnut,Punjab,Rabi,Clay,579.3,29.8,7.7,166.9,30.3,189.0,7.2,10.15,72.61
Soybean,Uttar Pradesh,Rabi,Loamy,362.0,36.1,5.7,249.7,72.2,238.7,2.2,11.72,25.77
Wheat,Uttar Pradesh,Kharif,Black Soil,340.6,32.7,7.2,221.9,56.8,93.0,6.0,14.96,89.18
Groundnut,Punjab,Zaid,Clay,954.2,18.0,7.2,54.3,21.2,140.8,19.8,11.43,226.08
Mustard,Gujarat,Rabi,Black Soil,1866.2,28.7,7.8,171.1,91.5,112.1,12.2,9.34,114.03
Mustard,Maharashtra,Kharif,Loamy,1351.8,23.6,5.8,222.9,36.5,141.5,11.3,10.67,120.57
Chickpea,Madhya Pradesh,Rabi,Black Soil,302.5,36.6,6.5,121.7,70.0,128.9,19.2,6.73,129.11
Tomato,Karnataka,Kharif,Clay,341.3,25.2,5.7,111.4,25.9,217.7,6.2,103.11,635.59
Wheat,Uttar Pradesh,Rabi,Sandy Loam,1787.2,34.4,8.0,69.4,48.8,127.1,4.6,13.87,64.13
Wheat,Madhya Pradesh,Kharif,Loamy,1886.0,26.3,6.2,144.0,42.3,67.4,13.9,21.62,299.64
Chickpea,Punjab,Rabi,Alluvial,1386.4,26.4,5.7,146.6,87.6,179.2,11.5,10.68,122.42
Chickpea,Gujarat,Zaid,Black Soil,700.8,15.4,5.9,162.7,63.1,180.1,18.7,8.96,167.83
Sugarcane,Maharashtra,Zaid,Alluvial,511.5,34.1,5.3,220.8,72.4,157.9,15.4,326.99,5045.94
Potato,Karnataka,Kharif,Black Soil,820.1,17.2,7.8,58.8,22.7,75.1,6.9,99.7,687.42
Chickpea,Karnataka,Zaid,Clay,1581.7,30.9,5.3,262.4,21.1,105.0,6.6,7.2,47.63
Wheat,Punjab,Kharif,Clay,1339.0,23.7,8.0,197.3,62.3,246.5,2.6,20.98,55.48
Chickpea,Gujarat,Zaid,Loamy,1989.3,15.5,5.7,224.0,44.7,153.3,12.3,10.69,131.92
Groundnut,Punjab,Rabi,Alluvial,348.9,17.2,6.1,251.9,88.9,108.8,16.8,10.2,171.34
Wheat,Uttar Pradesh,Zaid,Alluvial,1125.0,29.8,5.8,188.8,42.6,83.4,19.1,20.68,394.65
Potato,Uttar Pradesh,Kharif,Black Soil,796.4,21.6,5.7,212.2,84.7,123.5,13.6,113.3,1537.9
Cotton,Uttar Pradesh,Zaid,Alluvial,589.8,26.3,6.0,227.6,20.3,90.1,16.3,9.33,152.28
Soybean,Maharashtra,Kharif,Red Soil,1355.7,34.5,6.6,224.0,50.9,54.4,9.7,14.35,139.76
Maize,Gujarat,Rabi,Loamy,1012.5,29.8,7.3,102.8,81.4,89.0,9.4,36.18,341.22
Mustard,Punjab,Zaid,Alluvial,429.0,19.8,8.3,196.8,82.5,57.4,1.2,7.89,9.39
Chickpea,Maharashtra,Kharif,Red Soil,1449.6,29.8,8.1,76.7,93.5,58.9,7.9,7.22,56.71
Maize,Uttar Pradesh,Zaid,Loamy,1453.4,32.2,7.0,147.2,55.0,79.6,1.7,33.65,56.22
Potato,Maharashtra,Kharif,Alluvial,1337.7,27.9,6.3,220.7,58.8,90.3,10.0,144.4,1439.25
Tomato,Madhya Pradesh,Kharif,Loamy,1620.6,27.9,6.6,216.4,97.8,249.1,11.7,152.25,1783.73
Onion,Madhya Pradesh,Rabi,Loamy,1373.5,30.7,5.1,273.1,47.1,88.3,2.9,92.42,270.31
Sugarcane,Karnataka,Rabi,Sandy Loam,1537.1,25.7,5.5,69.9,65.3,117.4,10.0,386.74,3863.72
Wheat,Madhya Pradesh,Zaid,Red Soil,795.9,15.5,7.7,223.3,47.3,222.8,16.9,25.3,426.74
Groundnut,Gujarat,Zaid,Red Soil,304.3,20.2,6.6,151.6,33.2,188.2,9.6,9.45,91.02
Cotton,Punjab,Zaid,Red Soil,347.6,25.9,5.3,214.5,52.0,162.1,1.8,5.49,9.94
Maize,Uttar Pradesh,Zaid,Loamy,1367.0,24.3,7.4,77.8,52.6,249.7,2.2,35.02,77.71
Soybean,Uttar Pradesh,Kharif,Clay,1777.5,20.5,5.8,80.9,46.4,58.6,14.6,13.34,194.93
Tomato,Madhya Pradesh,Zaid,Red Soil,1740.3,20.5,8.4,200.6,77.1,227.7,9.1,133.23,1210.34
Rice,Karnataka,Rabi,Clay,1526.4,30.0,5.1,134.0,88.9,106.1,1.8,20.21,35.59
Sugarcane,Punjab,Rabi,Clay,888.6,21.4,5.8,84.1,91.2,104.9,2.7,373.31,1003.35
Rice,Punjab,Kharif,Loamy,1709.3,18.3,7.4,181.8,49.7,230.6,9.1,29.87,272.37
Rice,Karnataka,Kharif,Black Soil,1363.2,16.7,5.0,142.2,66.6,163.1,7.4,16.92,126.01
Tomato,Gujarat,Kharif,Black Soil,608.0,27.5,7.1,263.6,39.9,161.7,3.9,130.76,507.87
Rice,Karnataka,Rabi,Clay,961.8,19.3,5.2,114.5,27.0,120.2,6.1,19.95,121.48
Rice,Punjab,Zaid,Black Soil,1304.5,35.7,5.8,209.0,91.1,128.4,5.2,24.12,124.72
Mustard,Gujarat,Kharif,Clay,880.7,20.4,5.5,68.7,57.3,245.0,15.6,6.84,106.9
Soybean,Gujarat,Zaid,Alluvial,1842.6,17.1,5.7,210.3,49.0,154.7,12.2,13.68,167.44
Wheat,Gujarat,Zaid,Loamy,376.9,18.7,6.6,217.8,62.2,239.2,7.6,22.52,171.73
Chickpea,Madhya Pradesh,Kharif,Sandy Loam,1809.3,29.5,7.1,162.0,66.5,115.8,13.0,8.59,111.61
Mustard,Madhya Pradesh,Zaid,Loamy,1118.5,29.6,5.6,242.7,86.8,87.3,13.7,12.22,167.35
Rice,Karnataka,Rabi,Black Soil,1186.4,30.9,8.1,58.4,84.8,241.7,4.0,20.57,81.33
Potato,Punjab,Zaid,Clay,977.9,35.1,6.0,207.6,37.1,122.3,6.8,116.55,786.99
Soybean,Maharashtra,Kharif,Black Soil,334.1,16.9,6.3,111.1,89.9,57.5,8.4,9.29,78.45
Sugarcane,Gujarat,Zaid,Red Soil,789.9,23.4,5.3,275.2,74.2,178.2,4.6,369.15,1697.59
Sugarcane,Punjab,Zaid,Loamy,1860.8,29.8,8.2,168.9,25.0,206.1,10.6,361.18,3819.82
Potato,Punjab,Zaid,Sandy Loam,681.3,32.6,5.8,171.1,66.7,217.5,1.4,117.58,169.3
Tomato,Madhya Pradesh,Kharif,Loamy,925.7,25.1,5.6,133.9,85.4,227.3,9.1,172.58,1562.73
Sugarcane,Karnataka,Zaid,Black Soil,1957.5,25.4,6.2,187.7,89.3,97.3,13.9,422.92,5890.48
Maize,Maharashtra,Zaid,Clay,1497.2,19.9,5.2,105.7,92.5,184.7,7.8,21.94,171.59
Groundnut,Karnataka,Rabi,Black Soil,770.6,36.4,8.3,189.6,74.8,209.6,4.1,11.33,46.95
Sugarcane,Punjab,Kharif,Sandy Loam,1072.3,25.2,6.9,216.9,80.9,169.3,17.3,499.7,8666.0
Maize,Madhya Pradesh,Rabi,Black Soil,753.3,32.6,7.1,207.5,89.7,103.1,8.3,29.07,242.06
Chickpea,Maharashtra,Zaid,Black Soil,629.5,33.1,5.4,221.4,24.8,158.8,7.4,8.06,59.46
Maize,Maharashtra,Rabi,Clay,438.5,29.7,7.9,223.4,24.5,105.2,14.8,25.55,377.01
Mustard,Uttar Pradesh,Rabi,Alluvial,628.5,32.8,7.6,83.5,48.4,72.2,3.4,8.61,28.88
Maize,Karnataka,Rabi,Red Soil,1713.1,36.3,7.0,72.9,70.2,113.3,16.3,27.16,441.8
Cotton,Maharashtra,Rabi,Red Soil,1381.9,30.3,5.9,96.7,88.2,139.0,18.2,8.5,154.52
Tomato,Punjab,Zaid,Alluvial,1402.7,20.4,6.1,285.6,62.4,56.9,9.2,165.51,1525.38
Maize,Maharashtra,Zaid,Clay,1529.6,21.0,8.2,194.5,79.5,99.1,1.9,24.51,46.51
Wheat,Maharashtra,Kharif,Black Soil,1708.8,19.5,7.7,73.8,26.2,225.0,17.3,20.51,353.89
Cotton,Gujarat,Rabi,Loamy,342.2,24.4,5.1,277.5,76.0,141.5,3.4,7.41,25.41
Chickpea,Punjab,Zaid,Sandy Loam,1854.7,16.0,6.7,152.4,45.0,242.5,6.8,8.1,54.75
Chickpea,Karnataka,Zaid,Loamy,1037.7,23.5,5.9,234.2,21.2,221.7,18.4,11.15,204.94
Cotton,Maharashtra,Kharif,Clay,1418.3,22.5,8.4,112.4,38.4,192.0,6.3,7.42,47.02
Potato,Uttar Pradesh,Zaid,Sandy Loam,930.4,17.2,7.7,106.4,75.7,168.4,1.5,96.6,143.82
Potato,Madhya Pradesh,Rabi,Alluvial,1965.4,32.7,6.4,210.0,67.8,241.0,8.5,153.99,1314.36
Tomato,Gujarat,Zaid,Alluvial,1219.6,35.1,5.5,299.6,88.7,137.0,12.6,178.24,2240.41
Tomato,Karnataka,Zaid,Black Soil,558.4,20.1,7.8,289.1,90.5,68.1,18.6,147.26,2739.46
Potato,Madhya Pradesh,Rabi,Alluvial,1836.1,30.9,7.8,70.9,99.1,228.3,16.2,112.7,1827.38
Cotton,Punjab,Kharif,Sandy Loam,1334.6,23.1,6.2,172.5,88.8,166.0,6.7,8.65,58.14
Tomato,Gujarat,Zaid,Red Soil,943.3,20.0,7.1,203.6,72.0,198.6,2.0,133.68,271.76
Maize,Karnataka,Kharif,Clay,730.4,35.2,6.4,68.0,25.2,181.6,5.5,30.11,164.83
Mustard,Karnataka,Rabi,Sandy Loam,1165.5,31.3,7.9,274.1,48.3,119.8,16.8,7.87,132.43
Wheat,Maharashtra,Rabi,Black Soil,1730.5,18.4,7.4,229.5,23.1,61.5,19.3,18.28,352.49
Tomato,Maharashtra,Zaid,Alluvial,1355.2,19.5,7.0,132.8,75.6,115.9,19.5,135.28,2641.52
Soybean,Uttar Pradesh,Zaid,Red Soil,556.4,32.9,6.7,250.0,96.3,171.4,16.3,13.83,224.74
Mustard,Gujarat,Kharif,Clay,784.9,34.9,7.9,126.3,35.9,63.3,10.2,9.52,96.85
Mustard,Karnataka,Rabi,Clay,734.5,29.8,6.6,266.8,45.4,161.6,18.0,11.57,208.02
Wheat,Uttar Pradesh,Rabi,Sandy Loam,1267.8,17.6,5.7,96.2,83.3,239.6,4.3,21.03,91.16
Wheat,Gujarat,Rabi,Sandy Loam,909.6,33.0,7.0,91.4,99.1,153.2,11.2,20.46,228.54
Sugarcane,Uttar Pradesh,Kharif,Alluvial,644.9,19.6,6.5,210.2,87.6,207.6,14.0,573.83,8033.57
Rice,Madhya Pradesh,Kharif,Sandy Loam,1014.0,20.6,7.7,185.8,41.9,81.1,13.6,21.83,297.37
Wheat,Gujarat,Rabi,Black Soil,840.0,17.6,6.8,291.7,69.8,80.5,5.1,26.22,134.57
Maize,Punjab,Rabi,Sandy Loam,863.2,32.3,5.0,139.1,45.3,213.1,16.9,24.59,415.46
Groundnut,Uttar Pradesh,Zaid,Clay,998.3,20.5,7.0,294.2,92.6,157.5,5.7,14.48,82.59
Soybean,Gujarat,Zaid,Red Soil,1403.8,23.3,8.3,138.6,92.0,244.4,3.9,10.93,43.02
Groundnut,Karnataka,Kharif,Sandy Loam,1703.4,16.9,5.4,64.0,22.2,55.0,19.9,6.48,128.74
Potato,Karnataka,Rabi,Alluvial,1220.0,31.4,6.9,196.0,60.4,211.1,6.5,140.7,915.52
Cotton,Madhya Pradesh,Rabi,Clay,1870.2,27.6,5.3,186.6,65.3,192.9,2.9,7.89,22.6
Tomato,Uttar Pradesh,Rabi,Alluvial,1835.5,26.7,6.6,99.6,91.4,243.3,1.4,169.78,231.79
Potato,Punjab,Zaid,Alluvial,394.9,20.4,5.6,228.6,65.9,59.3,14.4,99.61,1432.7
Wheat,Gujarat,Zaid,Alluvial,1621.3,35.8,7.1,226.2,38.1,100.5,12.9,21.98,282.71
Rice,Punjab,Rabi,Loamy,313.6,19.3,7.9,154.0,76.2,238.2,9.2,19.59,180.87
Tomato,Punjab,Zaid,Clay,1388.8,17.4,7.3,275.3,44.6,139.0,18.1,140.93,2549.53
Maize,Maharashtra,Zaid,Alluvial,1963.5,15.2,6.2,241.4,64.6,241.9,5.2,35.45,184.21
Cotton,Uttar Pradesh,Kharif,Black Soil,459.0,29.5,6.4,205.0,64.9,227.3,18.5,9.65,178.13
Mustard,Karnataka,Rabi,Loamy,1259.8,29.6,6.0,253.1,24.4,201.0,16.7,11.41,190.06
Sugarcane,Punjab,Rabi,Alluvial,937.0,18.4,7.0,95.9,73.6,185.6,15.8,401.42,6356.51
Cotton,Maharashtra,Rabi,Loamy,816.1,20.9,6.4,80.6,44.6,103.3,9.7,8.24,80.13
Mustard,Punjab,Zaid,Red Soil,1525.2,23.5,5.8,249.6,27.0,159.3,8.1,8.6,69.8
Cotton,Madhya Pradesh,Rabi,Clay,1609.5,35.9,7.9,144.3,67.0,116.6,2.9,8.77,25.48
Maize,Maharashtra,Kharif,Alluvial,1224.0,29.4,7.0,262.1,95.4,135.3,16.6,40.25,668.72
Wheat,Madhya Pradesh,Rabi,Black Soil,494.7,17.6,5.2,139.0,45.1,196.7,3.2,14.58,47.08
Potato,Punjab,Kharif,Black Soil,1708.4,22.9,5.7,98.5,45.0,120.7,10.2,98.85,1012.49
Rice,Uttar Pradesh,Rabi,Black Soil,1463.5,33.2,7.9,240.0,65.0,155.4,6.1,26.86,164.93
Sugarcane,Gujarat,Rabi,Clay,1316.2,25.7,8.4,98.7,77.8,248.7,16.8,308.36,5195.89
Mustard,Gujarat,Zaid,Black Soil,737.8,19.9,5.1,85.2,65.5,146.9,1.3,7.47,9.42
Sugarcane,Karnataka,Kharif,Sandy Loam,742.8,24.2,7.8,278.9,55.3,155.9,5.9,423.27,2509.24
Cotton,Maharashtra,Zaid,Clay,685.8,28.0,6.2,119.6,64.4,112.9,15.4,10.48,161.05
Rice,Gujarat,Zaid,Black Soil,992.3,22.0,6.2,244.1,67.1,70.1,6.0,21.71,131.06
Potato,Madhya Pradesh,Zaid,Clay,1873.0,15.6,6.3,236.9,88.7,235.4,11.7,141.34,1660.1
Tomato,Maharashtra,Kharif,Sandy Loam,338.0,37.3,7.4,220.1,22.8,101.9,9.7,91.68,892.55
Onion,Punjab,Zaid,Red Soil,1494.6,26.2,6.1,68.9,53.7,192.3,15.9,92.8,1472.34
Soybean,Madhya Pradesh,Kharif,Sandy Loam,1623.2,17.8,8.3,135.7,44.7,79.9,14.5,10.13,146.62
Tomato,Punjab,Kharif,Alluvial,1735.6,33.1,5.7,209.5,87.6,118.0,9.4,165.06,1558.3
Cotton,Uttar Pradesh,Rabi,Loamy,1898.9,34.5,7.3,233.0,25.8,139.0,18.3,10.6,193.87
Tomato,Karnataka,Rabi,Sandy Loam,1638.1,31.5,6.0,71.1,27.1,175.6,11.8,115.21,1356.92
Groundnut,Maharashtra,Rabi,Clay,1425.4,26.3,5.4,246.7,30.2,168.3,3.6,9.79,34.79
Onion,Punjab,Kharif,Clay,1224.9,30.1,7.6,57.7,45.0,172.8,9.0,87.92,788.56
Potato,Gujarat,Kharif,Red Soil,748.7,25.1,5.4,112.9,60.4,134.2,6.0,85.92,511.58
Tomato,Maharashtra,Rabi,Red Soil,1585.2,17.8,8.3,249.6,71.6,139.6,13.1,116.99,1530.72
Onion,Maharashtra,Kharif,Clay,1720.2,23.7,6.5,203.7,71.2,76.6,6.5,86.77,565.95
Maize,Uttar Pradesh,Zaid,Clay,1321.6,22.7,5.9,146.1,27.1,227.0,8.0,27.64,220.24
Rice,Gujarat,Zaid,Red Soil,1381.2,36.3,6.9,214.1,61.2,186.3,10.0,25.43,253.98
Groundnut,Madhya Pradesh,Zaid,Red Soil,379.4,15.5,7.5,154.9,35.1,233.5,14.4,10.03,143.94
Onion,Madhya Pradesh,Zaid,Sandy Loam,1546.0,34.3,7.0,131.1,38.2,60.0,1.2,90.3,107.25
Sugarcane,Punjab,Rabi,Black Soil,533.6,33.2,6.0,114.9,65.6,109.6,16.5,386.07,6357.17
Mustard,Gujarat,Rabi,Sandy Loam,1825.4,18.1,6.8,82.6,98.3,207.0,5.6,9.81,55.41
Cotton,Punjab,Rabi,Black Soil,611.6,36.7,7.2,82.3,65.5,121.8,11.8,10.43,123.12
Onion,Maharashtra,Kharif,Loamy,1604.8,18.2,6.3,89.0,58.3,194.7,4.9,94.36,460.51
Cotton,Maharashtra,Zaid,Clay,953.2,35.5,5.7,190.9,30.7,184.5,11.9,9.98,118.83
Mustard,Karnataka,Kharif,Alluvial,1209.9,20.6,8.3,187.3,26.0,52.6,19.3,7.65,147.69
Rice,Punjab,Zaid,Black Soil,656.8,27.9,7.4,184.9,27.9,187.0,12.9,21.31,273.88
Maize,Gujarat,Zaid,Sandy Loam,694.3,33.3,8.4,247.9,27.2,76.4,8.6,21.26,183.09
Cotton,Uttar Pradesh,Kharif,Alluvial,1264.4,23.0,5.6,190.1,56.3,190.9,1.8,10.36,18.86
Wheat,Maharashtra,Rabi,Red Soil,588.1,16.3,5.5,189.8,87.8,239.9,19.7,20.79,410.18
Tomato,Madhya Pradesh,Rabi,Alluvial,543.0,37.8,5.7,270.9,36.3,200.0,17.9,170.75,3063.55
Groundnut,Punjab,Zaid,Red Soil,560.5,22.1,7.6,211.7,23.2,168.5,2.9,12.0,35.1
Maize,Karnataka,Kharif,Clay,918.6,23.1,7.4,139.8,43.6,235.7,13.0,31.51,408.17
Mustard,Karnataka,Kharif,Clay,1034.4,22.7,5.5,201.7,32.5,236.0,16.4,8.54,140.04
Cotton,Karnataka,Zaid,Sandy Loam,883.8,32.2,6.1,52.5,36.0,77.8,3.3,8.65,28.14
Onion,Gujarat,Rabi,Alluvial,1338.8,35.4,7.0,199.8,94.4,153.2,5.2,113.84,594.48
Potato,Gujarat,Rabi,Alluvial,887.1,32.9,7.4,254.8,29.0,156.1,14.4,134.8,1938.0
Groundnut,Punjab,Zaid,Clay,670.5,35.4,6.8,99.6,67.1,59.7,16.8,11.08,186.53
Sugarcane,Gujarat,Zaid,Loamy,1633.0,34.6,6.9,183.2,47.8,171.2,7.3,427.78,3119.9
Wheat,Karnataka,Kharif,Black Soil,1374.4,25.2,5.8,175.1,73.0,87.5,7.6,18.98,143.9
Maize,Maharashtra,Rabi,Black Soil,570.7,37.2,5.4,262.5,24.3,146.0,6.1,22.75,139.09
Soybean,Uttar Pradesh,Kharif,Black Soil,602.0,25.0,5.6,214.0,28.8,179.0,4.4,14.07,61.22
Potato,Gujarat,Kharif,Clay,1720.8,20.4,7.5,268.7,54.7,235.1,12.8,107.23,1367.98
Groundnut,Maharashtra,Rabi,Red Soil,789.5,15.2,6.0,125.3,23.9,222.1,18.4,11.96,220.38
Potato,Punjab,Rabi,Clay,1367.4,25.9,6.0,190.8,57.6,181.5,3.6,116.02,421.72
Mustard,Karnataka,Rabi,Black Soil,1181.9,34.2,6.9,110.8,85.1,103.0,13.4,9.52,127.79
Onion,Karnataka,Rabi,Clay,1089.2,15.1,6.5,149.6,27.4,223.4,8.0,89.09,716.01
Mustard,Karnataka,Kharif,Loamy,1568.6,34.4,7.2,86.8,31.5,83.0,17.7,9.68,171.06
Mustard,Karnataka,Zaid,Black Soil,1215.9,21.2,8.0,281.3,67.8,81.6,19.8,7.82,155.19
Cotton,Punjab,Rabi,Sandy Loam,1323.3,34.4,8.3,254.6,52.3,71.2,5.0,6.92,34.69
Wheat,Gujarat,Zaid,Black Soil,622.7,21.2,6.9,186.2,55.6,80.9,13.7,24.22,332.9
Tomato,Maharashtra,Rabi,Black Soil,1613.2,34.5,5.9,103.1,73.0,166.9,5.4,149.87,807.7
Chickpea,Karnataka,Zaid,Clay,1758.0,28.7,5.4,218.2,45.3,222.4,10.2,7.06,72.08
Onion,Uttar Pradesh,Kharif,Loamy,1352.1,22.6,6.6,204.2,77.0,215.1,11.6,104.69,1216.13
Cotton,Punjab,Kharif,Sandy Loam,1262.4,18.7,7.1,143.9,35.3,219.2,12.2,8.29,101.25
Wheat,Maharashtra,Kharif,Sandy Loam,614.5,34.7,6.0,282.6,81.2,153.0,14.8,22.82,336.9
Maize,Karnataka,Kharif,Alluvial,840.8,30.0,5.6,162.2,66.0,220.7,14.8,33.21,491.35
Tomato,Gujarat,Kharif,Alluvial,1966.6,20.7,6.9,57.0,57.6,208.0,1.6,166.0,269.04
Soybean,Uttar Pradesh,Rabi,Red Soil,991.2,34.6,5.8,213.1,71.8,110.8,15.9,14.21,226.42
Maize,Karnataka,Zaid,Black Soil,955.0,23.0,6.4,192.5,43.1,179.5,2.1,27.25,57.56
Sugarcane,Madhya Pradesh,Kharif,Red Soil,1522.1,34.8,7.5,126.8,86.7,92.5,18.7,446.63,8370.09
Tomato,Punjab,Kharif,Red Soil,621.2,28.0,7.5,116.1,27.1,162.8,7.0,154.12,1078.73
Sugarcane,Karnataka,Rabi,Clay,996.7,18.6,8.3,237.7,50.4,128.1,13.0,332.33,4326.13
Wheat,Uttar Pradesh,Zaid,Clay,1665.3,28.3,7.5,218.8,80.5,223.7,6.5,24.89,162.18
Potato,Gujarat,Rabi,Sandy Loam,752.8,20.7,5.7,182.6,77.1,197.7,13.6,102.33,1393.41
Cotton,Uttar Pradesh,Rabi,Black Soil,774.1,32.9,7.4,242.0,44.0,60.0,13.6,9.17,124.3
Tomato,Maharashtra,Zaid,Sandy Loam,419.8,19.6,6.9,260.5,82.0,249.7,18.1,132.33,2400.21
Groundnut,Punjab,Zaid,Sandy Loam,1321.7,37.9,5.4,115.2,66.0,109.0,7.1,9.64,68.49
Rice,Uttar Pradesh,Kharif,Loamy,753.8,28.6,7.3,280.3,84.7,94.3,5.0,26.86,133.14
Tomato,Gujarat,Rabi,Clay,1270.7,23.6,8.1,65.2,46.2,187.1,4.0,104.55,419.34
Groundnut,Gujarat,Zaid,Black Soil,700.0,31.9,7.9,70.8,85.3,95.2,2.7,11.24,30.64
Groundnut,Madhya Pradesh,Rabi,Black Soil,824.9,22.0,7.1,117.7,30.7,207.6,16.6,13.3,220.63
Maize,Madhya Pradesh,Rabi,Clay,773.4,36.3,6.5,159.5,50.6,56.0,4.4,28.49,125.17
Rice,Madhya Pradesh,Zaid,Loamy,1748.6,37.8,6.4,199.9,87.3,88.4,4.3,27.93,120.15
Potato,Madhya Pradesh,Zaid,Alluvial,1105.7,17.0,6.4,157.2,93.7,52.5,6.1,149.62,916.68
Maize,Punjab,Rabi,Clay,308.6,25.5,5.6,55.0,52.4,84.8,5.3,20.59,108.5
Chickpea,Uttar Pradesh,Rabi,Sandy Loam,1338.7,21.6,7.4,208.0,85.9,224.9,3.5,9.83,34.04
Wheat,Gujarat,Zaid,Alluvial,1231.7,35.0,8.0,64.8,77.0,160.2,19.9,20.93,415.72
Potato,Uttar Pradesh,Rabi,Black Soil,1554.3,22.1,7.2,202.8,99.4,93.2,5.2,135.84,707.89
Soybean,Gujarat,Zaid,Alluvial,953.2,21.6,6.6,158.8,72.9,207.7,13.6,19.2,260.53
Maize,Madhya Pradesh,Kharif,Loamy,1358.1,37.3,6.4,201.2,68.0,58.2,11.2,34.67,388.08
Maize,Punjab,Rabi,Clay,986.3,24.6,8.1,226.1,47.0,245.4,14.3,24.15,345.03
Potato,Uttar Pradesh,Zaid,Alluvial,596.7,33.2,5.6,123.3,34.8,189.4,19.8,121.75,2405.67
Sugarcane,Karnataka,Kharif,Loamy,592.1,30.2,8.0,95.2,61.0,123.4,6.6,433.87,2857.78
Cotton,Maharashtra,Zaid,Clay,1006.4,28.0,8.3,185.7,81.8,128.1,11.4,8.1,92.48
Sugarcane,Maharashtra,Zaid,Alluvial,1453.7,29.6,6.4,118.3,58.2,93.9,17.6,394.98,6971.44
Soybean,Uttar Pradesh,Kharif,Clay,1166.6,35.6,6.7,164.3,71.7,93.3,13.2,14.81,196.17
Mustard,Uttar Pradesh,Rabi,Clay,472.8,22.2,7.3,102.7,29.9,73.8,7.7,8.54,66.15
Cotton,Uttar Pradesh,Zaid,Alluvial,1716.9,23.5,5.7,281.1,75.1,144.8,4.9,12.14,59.55
Sugarcane,Madhya Pradesh,Rabi,Red Soil,1885.0,26.6,8.3,126.6,80.7,100.3,16.3,317.7,5180.46
Sugarcane,Punjab,Kharif,Black Soil,945.5,37.9,6.2,181.8,26.8,128.4,17.7,416.2,7382.2
Tomato,Gujarat,Rabi,Black Soil,327.3,25.9,5.2,170.6,42.3,153.8,4.6,91.36,419.64
Tomato,Maharashtra,Kharif,Red Soil,1732.4,27.2,5.7,265.4,44.6,246.1,12.7,132.67,1686.57
Maize,Punjab,Zaid,Loamy,1502.9,36.5,5.1,280.0,66.0,126.9,2.6,25.95,67.25
Onion,Uttar Pradesh,Kharif,Red Soil,369.5,36.1,6.3,256.2,47.3,182.6,8.7,81.4,705.27
Potato,Punjab,Zaid,Alluvial,477.5,19.9,6.2,140.0,51.2,239.0,12.2,133.2,1624.51
Sugarcane,Gujarat,Kharif,Red Soil,905.7,15.5,7.5,171.2,59.8,139.9,5.6,346.08,1952.44
Mustard,Punjab,Rabi,Clay,316.8,15.8,7.0,101.4,94.9,173.0,9.1,7.55,68.6
Potato,Karnataka,Rabi,Alluvial,1293.9,28.9,7.7,99.5,27.5,68.4,6.7,120.41,810.03
Chickpea,Uttar Pradesh,Rabi,Black Soil,1548.2,30.0,5.6,238.8,51.6,170.9,7.9,8.9,70.24
Mustard,Karnataka,Rabi,Clay,1368.4,17.3,8.0,152.8,96.2,225.7,7.3,10.06,73.21
Rice,Uttar Pradesh,Kharif,Loamy,429.7,32.8,5.0,61.8,69.4,233.9,11.2,18.4,205.28
Cotton,Gujarat,Zaid,Sandy Loam,630.0,18.2,6.3,268.3,93.5,71.6,19.1,9.18,175.38
Sugarcane,Maharashtra,Rabi,Alluvial,547.3,36.0,7.3,210.4,35.3,171.5,15.9,396.18,6313.46
Soybean,Karnataka,Zaid,Clay,1905.5,21.4,8.0,77.7,56.0,120.0,1.0,13.95,14.16
Tomato,Punjab,Zaid,Clay,1419.1,19.2,5.2,251.7,38.7,78.0,6.3,109.99,693.48
Chickpea,Gujarat,Kharif,Red Soil,1169.7,35.2,5.3,137.9,24.8,58.3,14.1,5.98,84.21
Tomato,Punjab,Zaid,Red Soil,1726.6,35.8,5.3,271.2,36.3,123.6,1.2,104.58,121.03
Soybean,Karnataka,Rabi,Alluvial,1170.5,33.9,7.8,142.9,50.6,54.5,13.9,12.83,177.89
Cotton,Maharashtra,Zaid,Clay,1111.8,23.8,6.1,260.6,81.3,77.4,3.8,9.53,36.43
Maize,Madhya Pradesh,Kharif,Red Soil,626.2,21.4,6.1,53.3,95.7,158.4,19.4,30.45,589.28
Mustard,Karnataka,Zaid,Black Soil,735.9,36.1,8.4,139.6,59.4,227.3,11.1,8.85,98.07
Chickpea,Gujarat,Zaid,Sandy Loam,1694.0,21.5,6.9,176.8,53.8,70.2,9.3,8.12,75.87
Maize,Maharashtra,Rabi,Clay,1354.5,32.4,7.2,143.7,73.9,123.7,13.6,30.02,408.19
Rice,Madhya Pradesh,Kharif,Sandy Loam,1631.7,36.5,5.2,276.3,31.9,209.5,8.0,17.19,138.1
Onion,Punjab,Zaid,Loamy,1302.8,17.3,6.9,60.6,49.9,214.0,11.0,117.63,1297.12
Soybean,Punjab,Zaid,Sandy Loam,643.9,17.7,6.0,166.1,20.6,94.2,11.6,14.48,168.46
Groundnut,Punjab,Kharif,Loamy,1173.1,23.0,6.6,69.9,33.1,107.2,8.9,11.31,101.14
Tomato,Uttar Pradesh,Kharif,Sandy Loam,1877.5,22.7,5.5,104.4,44.8,244.6,18.2,121.15,2203.0
