soil_type,season,rainfall_mm,temperature_c,ph,nitrogen,phosphorus,potassium,recommended_crop
Alluvial,Zaid,2274.5,11.4,4.77,177.6,90.2,129.9,Wheat
Red Soil,Kharif,2399.7,38.4,8.31,176.6,82.5,211.4,Cotton
Loamy,Zaid,2160.7,27.2,6.23,343.2,59.0,170.0,Tomato
Red Soil,Zaid,2111.6,10.5,8.22,147.7,18.8,161.1,Cotton
Clay,Zaid,2273.3,21.5,8.9,99.9,110.2,85.6,Rice
Alluvial,Rabi,1912.6,27.5,5.18,95.2,57.6,96.9,Mustard
Alluvial,Rabi,794.3,30.1,5.1,254.4,26.3,125.7,Potato
Sandy Loam,Rabi,1593.2,17.2,8.83,186.8,60.4,226.2,Tomato
Clay Loam,Zaid,2063.8,24.9,6.47,328.6,26.1,237.8,Onion
Black Soil,Kharif,904.2,27.8,5.91,39.4,59.5,234.2,Cotton
Black Soil,Kharif,909.5,26.3,6.8,250.3,103.8,64.7,Soybean
Red Soil,Rabi,2390.9,38.8,6.36,83.5,28.7,238.1,Cotton
Alluvial,Zaid,942.8,27.2,6.51,55.4,75.0,185.4,Cotton
Clay Loam,Rabi,925.6,30.4,7.02,83.2,54.9,124.0,Chickpea
Alluvial,Rabi,2346.5,12.2,8.19,138.9,112.0,60.8,Wheat
Clay,Zaid,1556.1,34.4,8.22,62.0,16.5,230.3,Rice
Loamy,Rabi,1631.6,29.8,4.63,292.6,48.0,286.8,Mustard
Alluvial,Zaid,1485.0,30.0,8.51,274.6,118.0,237.2,Wheat
Red Soil,Rabi,1714.1,38.7,6.22,97.1,17.7,238.6,Groundnut
Clay,Zaid,2075.0,12.8,5.3,49.6,35.6,72.3,Rice
Clay Loam,Rabi,1689.4,17.1,5.33,126.0,22.7,224.9,Tomato
Loamy,Kharif,676.3,31.8,5.06,249.1,85.0,158.3,Groundnut
Sandy Loam,Rabi,1287.6,25.8,5.23,339.7,80.6,117.0,Potato
Sandy Loam,Zaid,359.8,11.9,6.18,208.0,86.6,278.2,Tomato
Loamy,Kharif,2405.3,20.4,6.37,220.2,103.1,277.8,Groundnut
Black Soil,Zaid,1911.7,23.0,7.8,265.7,82.5,203.6,Soybean
Clay,Kharif,550.5,33.8,6.56,59.2,54.8,137.9,Rice
Red Soil,Zaid,2359.3,20.9,7.86,289.3,96.3,266.6,Cotton
Loamy,Kharif,1262.9,20.6,5.27,90.3,28.1,36.6,Maize
Red Soil,Kharif,1937.3,19.6,7.56,230.0,19.4,114.6,Groundnut
Alluvial,Zaid,916.0,27.3,8.67,204.1,85.8,234.9,Potato
Alluvial,Kharif,1547.8,28.4,4.84,290.8,81.3,251.6,Rice
Alluvial,Kharif,2395.6,37.2,8.21,63.4,44.2,179.9,Rice
Clay,Kharif,291.5,11.5,5.95,144.1,18.4,93.0,Rice
Red Soil,Rabi,1009.7,26.6,8.58,333.3,73.7,38.7,Cotton
Black Soil,Kharif,699.6,34.0,6.19,60.5,12.4,48.2,Cotton
Red Soil,Zaid,1836.0,11.8,5.3,202.8,31.0,265.5,Cotton
Sandy Loam,Zaid,2491.6,24.0,8.65,317.9,43.9,145.4,Tomato
Black Soil,Kharif,1156.9,38.9,7.2,252.5,115.0,46.4,Cotton
Clay Loam,Kharif,340.3,24.5,5.41,127.6,112.9,82.9,Soybean
Clay Loam,Rabi,1086.8,27.6,7.08,292.7,111.9,104.8,Chickpea
Loamy,Kharif,419.8,39.9,8.66,322.9,101.1,225.9,Soybean
Sandy Loam,Zaid,2041.5,33.3,4.71,71.2,104.9,39.4,Onion
Sandy Loam,Rabi,1777.2,22.0,8.96,124.4,59.5,291.8,Mustard
Red Soil,Kharif,2492.7,29.0,4.82,48.3,66.5,169.6,Cotton
Red Soil,Kharif,1460.8,22.1,8.05,271.1,92.3,160.2,Cotton
Sandy Loam,Zaid,808.4,14.0,5.63,329.8,48.5,118.3,Tomato
Clay,Zaid,2443.1,35.6,6.54,245.4,28.8,155.8,Rice
Clay Loam,Zaid,2003.8,34.6,6.32,36.7,43.2,246.8,Tomato
Clay,Rabi,732.4,17.1,7.68,305.9,117.4,101.7,Rice
Alluvial,Rabi,453.5,38.6,8.77,168.1,89.6,214.7,Wheat
Loamy,Zaid,2242.0,25.5,8.32,184.7,10.8,244.4,Onion
Loamy,Kharif,1242.2,30.2,6.28,182.8,95.7,125.5,Groundnut
Clay Loam,Zaid,1077.8,38.6,6.67,195.3,43.6,220.2,Onion
Alluvial,Rabi,1580.6,33.4,6.79,238.9,45.0,65.4,Wheat
Sandy Loam,Rabi,2271.3,11.3,5.62,67.2,105.2,41.2,Onion
Clay Loam,Rabi,1008.4,35.0,6.04,275.4,27.3,282.9,Chickpea
Black Soil,Rabi,1952.1,20.1,6.43,145.2,75.4,67.4,Chickpea
Clay Loam,Rabi,404.3,15.8,5.77,218.4,68.0,187.1,Wheat
Sandy Loam,Rabi,1208.7,34.8,8.91,307.3,61.4,43.5,Mustard
Clay,Zaid,213.4,16.0,7.09,114.1,59.6,43.9,Rice
Clay,Kharif,737.8,29.8,7.82,60.4,37.6,81.9,Rice
Red Soil,Zaid,1409.6,32.3,6.08,307.6,92.8,269.0,Cotton
Clay,Kharif,316.8,13.9,4.64,254.9,32.7,170.0,Rice
Clay Loam,Zaid,1220.6,34.9,6.16,128.6,62.1,290.7,Onion
Red Soil,Rabi,326.0,28.3,4.61,270.9,27.7,80.6,Groundnut
Clay,Zaid,795.1,14.4,4.99,53.4,38.2,110.2,Rice
Alluvial,Kharif,421.5,27.3,8.02,135.9,19.2,108.7,Maize
Sandy Loam,Rabi,1981.8,29.4,7.9,300.0,102.9,194.8,Onion
Loamy,Rabi,544.7,36.4,7.5,60.4,96.1,121.4,Mustard
Black Soil,Rabi,223.8,22.6,5.93,185.2,23.4,90.8,Chickpea
Red Soil,Kharif,496.7,19.3,6.62,287.7,36.9,188.1,Groundnut
Clay Loam,Kharif,2238.0,11.4,6.67,80.9,15.0,230.8,Soybean
Clay Loam,Kharif,1542.0,21.2,5.62,100.2,32.3,292.0,Soybean
Clay Loam,Rabi,1895.0,27.5,6.69,213.1,47.2,138.4,Chickpea
Sandy Loam,Zaid,1588.4,39.6,7.03,277.0,118.9,270.3,Tomato
Sandy Loam,Kharif,1236.1,13.2,8.75,150.0,100.2,239.6,Groundnut
Loamy,Rabi,956.6,20.4,7.43,166.9,46.9,165.4,Wheat
Black Soil,Zaid,2321.7,10.4,8.03,156.7,16.7,52.6,Chickpea
Sandy Loam,Rabi,1316.4,13.4,7.47,259.8,108.0,242.3,Potato
Black Soil,Kharif,571.3,24.4,7.1,109.1,10.8,130.1,Cotton
Red Soil,Rabi,1928.1,20.8,8.84,149.6,97.3,209.0,Groundnut
Sandy Loam,Rabi,1080.7,14.9,7.48,180.3,10.2,286.9,Mustard
Loamy,Rabi,2310.0,26.2,7.9,321.5,27.1,166.4,Mustard
Sandy Loam,Kharif,1065.4,10.6,4.51,48.9,23.4,183.1,Groundnut
Black Soil,Kharif,235.3,13.4,8.09,275.0,90.4,136.8,Cotton
Loamy,Kharif,1342.5,34.1,8.65,348.7,88.6,158.6,Soybean
Clay Loam,Zaid,1567.0,27.0,7.21,68.0,68.6,190.6,Onion
Alluvial,Rabi,2195.0,13.3,6.83,325.3,83.6,42.6,Mustard
Sandy Loam,Kharif,946.8,12.2,7.91,248.6,84.9,209.3,Maize
Loamy,Kharif,1469.6,13.2,8.06,312.9,105.7,149.0,Maize
Alluvial,Kharif,835.3,14.9,5.05,163.0,11.7,275.4,Cotton
Clay Loam,Rabi,2105.8,29.5,6.99,330.0,61.9,93.6,Wheat
Clay,Zaid,216.8,20.5,5.25,75.2,117.0,127.2,Rice
Sandy Loam,Rabi,1627.0,32.3,5.63,254.2,79.2,187.7,Tomato
Black Soil,Kharif,878.2,16.9,7.88,57.4,58.4,201.0,Soybean
Red Soil,Rabi,1973.8,30.4,5.58,150.7,39.8,207.3,Cotton
Red Soil,Zaid,329.4,18.5,5.49,62.8,24.8,195.8,Groundnut
Clay Loam,Rabi,1161.2,18.9,4.75,49.3,79.5,129.5,Chickpea
Red Soil,Rabi,2265.3,36.3,7.43,267.5,80.0,215.0,Cotton
Loamy,Rabi,1140.4,13.5,5.83,213.9,79.6,73.3,Mustard
Alluvial,Zaid,540.7,25.7,7.56,73.5,24.8,160.9,Rice
Clay Loam,Kharif,1365.5,29.7,7.28,135.7,104.7,105.1,Soybean
Black Soil,Zaid,2280.2,26.6,5.43,97.3,79.7,223.1,Cotton
Sandy Loam,Rabi,1458.3,18.9,5.43,130.8,94.0,290.5,Potato
Clay Loam,Rabi,529.3,36.5,7.18,321.3,43.0,239.1,Wheat
Clay Loam,Zaid,1745.4,10.1,6.35,95.6,38.6,83.2,Tomato
Alluvial,Kharif,1163.1,17.4,8.03,195.2,115.7,259.1,Cotton
Clay,Kharif,1838.7,33.9,7.02,48.3,46.2,236.1,Rice
Loamy,Rabi,1759.4,37.9,8.02,236.7,79.1,175.7,Wheat
Red Soil,Kharif,2262.6,28.6,4.6,159.5,32.9,131.6,Groundnut
Clay,Zaid,2158.3,30.3,5.6,218.2,76.3,103.4,Rice
Red Soil,Zaid,995.0,33.2,6.87,210.4,20.1,46.3,Groundnut
Clay,Kharif,499.6,23.7,6.35,174.7,18.3,233.3,Rice
Alluvial,Zaid,2355.8,10.8,6.58,81.0,107.0,210.4,Maize
Alluvial,Kharif,2265.3,25.1,5.32,303.8,77.6,162.7,Rice
Clay,Zaid,2399.2,10.0,7.5,263.4,115.4,115.9,Rice
Sandy Loam,Kharif,2347.9,19.2,6.07,270.4,94.5,204.4,Groundnut
Clay Loam,Zaid,1819.0,12.2,4.88,289.1,30.1,225.9,Tomato
Black Soil,Zaid,846.9,13.7,4.97,271.6,88.4,262.8,Soybean
Red Soil,Kharif,1166.6,37.9,6.42,227.3,99.5,109.0,Cotton
Alluvial,Kharif,521.9,38.1,7.62,169.2,17.5,251.7,Cotton
Red Soil,Rabi,1353.8,18.6,7.7,173.3,32.5,198.8,Groundnut
Alluvial,Rabi,2149.7,19.5,6.68,134.4,64.7,127.4,Mustard
Clay,Zaid,259.1,27.7,6.29,327.2,90.5,224.3,Rice
Sandy Loam,Zaid,603.6,23.5,6.63,311.8,24.5,220.9,Tomato
Alluvial,Zaid,1874.5,30.5,6.6,93.8,91.7,258.6,Wheat
Sandy Loam,Zaid,1924.7,25.9,8.71,232.3,107.6,92.2,Onion
Sandy Loam,Zaid,2153.9,14.0,8.76,348.1,91.2,212.1,Onion
Black Soil,Rabi,314.8,30.9,4.59,64.8,92.7,173.4,Chickpea
Clay,Kharif,1083.1,28.5,5.12,171.1,26.5,34.4,Rice
Clay Loam,Kharif,1568.3,36.8,5.09,32.5,34.6,278.3,Soybean
Clay Loam,Zaid,675.1,40.0,7.78,55.7,12.1,163.1,Tomato
Alluvial,Rabi,361.8,36.7,4.85,336.8,50.2,147.3,Wheat
Clay,Rabi,414.6,27.5,4.67,304.1,70.0,260.1,Rice
Clay,Rabi,2349.0,22.9,4.86,340.3,74.8,176.6,Rice
Sandy Loam,Rabi,462.6,34.2,5.82,180.3,71.4,36.0,Mustard
Black Soil,Rabi,746.9,20.9,6.9,143.8,111.3,290.8,Chickpea
Clay Loam,Rabi,2070.5,16.9,6.63,125.2,79.9,284.2,Wheat
Loamy,Kharif,497.7,34.7,4.7,226.2,76.1,216.4,Soybean
Loamy,Zaid,2075.9,32.6,7.86,134.1,27.7,237.5,Tomato
Clay,Kharif,1084.1,18.7,8.86,239.8,27.5,91.8,Rice
Black Soil,Zaid,1198.2,14.7,4.94,77.0,109.9,253.3,Chickpea
Clay Loam,Rabi,622.6,23.0,7.67,94.6,81.0,154.2,Wheat
Alluvial,Zaid,1357.9,15.6,8.41,153.0,25.8,200.1,Rice
Sandy Loam,Zaid,846.0,38.6,7.02,59.6,113.6,75.6,Tomato
Black Soil,Kharif,321.4,25.7,4.92,250.5,77.4,217.7,Cotton
Red Soil,Rabi,1465.6,28.5,7.12,108.4,104.2,85.7,Cotton
Clay,Kharif,288.0,33.7,4.83,123.3,12.8,216.8,Rice
Red Soil,Zaid,828.9,26.0,5.45,208.3,19.8,103.4,Groundnut
Sandy Loam,Rabi,1231.2,37.6,7.19,255.9,75.4,237.5,Mustard
Loamy,Rabi,1641.7,30.6,5.28,76.4,75.8,87.1,Mustard
Loamy,Zaid,1204.7,37.5,7.41,182.7,41.7,193.6,Onion
Alluvial,Kharif,817.5,18.2,4.58,168.0,100.3,199.6,Cotton
Red Soil,Kharif,2254.1,28.9,7.91,348.9,49.4,185.7,Groundnut
Black Soil,Zaid,782.2,30.0,5.29,139.6,64.0,106.8,Soybean
Alluvial,Zaid,1823.9,33.0,7.06,116.5,115.4,95.7,Sugarcane
Clay,Kharif,1628.0,27.0,7.18,256.5,17.7,72.5,Rice
Loamy,Kharif,1980.5,23.6,6.59,206.2,12.9,139.8,Groundnut
Clay Loam,Rabi,664.6,28.0,6.47,80.7,117.2,240.1,Chickpea
Clay Loam,Kharif,609.7,23.7,6.7,265.2,93.2,213.1,Soybean
Clay Loam,Rabi,1603.8,23.8,5.52,43.6,117.6,68.8,Wheat
Alluvial,Kharif,1413.8,24.3,4.81,170.0,116.5,279.8,Rice
Black Soil,Zaid,1187.4,21.1,8.23,186.5,50.8,147.8,Chickpea
Clay Loam,Rabi,920.0,31.2,6.38,263.4,117.6,141.9,Wheat
Clay,Kharif,286.7,12.3,7.86,70.1,88.7,250.8,Rice
Clay Loam,Kharif,485.2,13.9,5.02,242.3,107.7,230.4,Soybean
Red Soil,Kharif,1227.5,23.8,7.19,232.2,21.6,235.5,Groundnut
Red Soil,Rabi,242.8,39.3,7.1,249.4,16.2,175.7,Groundnut
Clay Loam,Rabi,1249.2,17.8,8.37,35.8,62.1,234.1,Wheat
Loamy,Zaid,775.3,39.4,8.99,318.3,110.6,187.7,Onion
Red Soil,Kharif,1627.8,19.8,7.16,231.5,41.6,190.6,Cotton
Clay,Zaid,1627.9,11.3,8.39,239.2,64.3,260.2,Rice
Clay,Rabi,631.2,33.3,8.85,174.2,98.4,39.5,Rice
Clay,Kharif,1366.0,10.2,7.73,343.4,95.3,75.9,Rice
Black Soil,Zaid,2300.2,35.3,5.28,290.0,32.0,201.5,Soybean
Clay Loam,Zaid,1488.0,39.3,8.57,264.3,101.6,134.1,Onion
Clay,Zaid,218.0,20.3,8.96,164.6,108.8,292.7,Rice
Red Soil,Rabi,1138.6,29.0,6.65,343.0,70.5,296.9,Groundnut
Clay,Kharif,265.3,14.6,5.4,122.5,26.9,222.8,Rice
Red Soil,Rabi,682.6,25.1,8.8,269.2,43.3,60.5,Groundnut
Loamy,Rabi,916.0,19.1,5.43,335.9,27.6,231.5,Potato
Red Soil,Rabi,1905.3,36.2,8.7,329.9,19.4,236.0,Cotton
Black Soil,Zaid,472.8,25.8,5.85,110.0,56.6,89.7,Soybean
Clay,Rabi,1598.5,33.8,5.93,339.9,34.0,188.1,Rice
Loamy,Zaid,504.0,24.7,6.25,279.6,111.4,51.5,Tomato
Red Soil,Zaid,618.4,19.8,7.91,104.9,56.3,46.8,Cotton
Red Soil,Kharif,2015.4,30.0,8.19,178.6,17.2,166.9,Cotton
Clay Loam,Rabi,1173.2,18.7,6.31,91.3,46.1,210.2,Wheat
Black Soil,Kharif,1951.2,33.4,5.33,225.5,71.8,235.7,Cotton
Red Soil,Kharif,2146.1,28.1,6.0,52.0,102.9,284.1,Groundnut
Sandy Loam,Rabi,1201.2,35.8,5.37,293.5,97.3,185.3,Mustard
Clay,Kharif,2095.8,11.2,7.73,295.4,84.5,142.2,Rice
Clay Loam,Kharif,1755.4,16.5,8.98,70.3,117.5,169.0,Soybean
Red Soil,Rabi,1489.4,18.6,8.86,281.7,119.1,30.9,Groundnut
Loamy,Rabi,2191.8,18.8,5.72,226.9,34.2,293.7,Potato
Clay Loam,Kharif,525.4,13.9,5.65,76.0,31.3,154.4,Soybean
Loamy,Kharif,992.2,19.2,7.82,334.7,108.1,64.5,Maize
Clay Loam,Rabi,2173.1,20.2,7.01,40.3,85.6,181.2,Wheat
Alluvial,Zaid,386.7,35.8,8.99,213.4,89.3,30.1,Wheat
Clay,Kharif,2465.6,18.4,7.35,252.5,11.3,188.3,Rice
Black Soil,Rabi,282.4,23.2,7.59,168.4,45.3,286.3,Chickpea
Clay Loam,Kharif,2346.9,17.2,4.54,136.2,116.6,162.6,Soybean
Clay Loam,Kharif,680.0,40.0,5.1,92.3,73.3,128.3,Soybean
Sandy Loam,Kharif,1138.1,10.5,7.87,223.5,71.6,65.4,Groundnut
Black Soil,Kharif,1809.5,32.6,7.66,192.7,89.8,97.3,Cotton
Alluvial,Rabi,1863.1,28.9,7.74,185.1,93.5,83.4,Wheat
Sandy Loam,Zaid,1144.7,24.7,4.7,273.4,34.8,269.2,Tomato
Black Soil,Zaid,404.7,22.3,7.31,62.5,36.8,160.1,Chickpea
Clay Loam,Rabi,462.1,30.1,4.99,190.0,37.0,111.4,Chickpea
Sandy Loam,Kharif,468.6,33.0,7.49,88.9,11.9,173.8,Groundnut
Loamy,Zaid,948.1,11.6,7.26,225.5,30.3,113.9,Tomato
Clay Loam,Zaid,1065.1,12.3,8.65,274.0,40.5,197.4,Onion
Clay Loam,Kharif,1455.5,13.5,8.32,62.7,88.6,47.7,Soybean
Clay,Kharif,2064.8,27.7,8.59,80.2,42.3,272.0,Rice
Black Soil,Zaid,2160.1,31.0,6.4,276.8,92.7,235.7,Chickpea
Red Soil,Zaid,256.3,28.9,4.62,83.0,75.4,128.3,Groundnut
Clay,Kharif,2401.1,13.9,8.8,103.6,70.4,160.5,Rice
Sandy Loam,Kharif,892.1,21.7,5.19,184.4,45.0,170.8,Maize
Clay Loam,Rabi,1239.6,29.5,4.77,132.6,112.8,76.7,Wheat
Alluvial,Zaid,1597.6,14.3,6.25,169.2,80.2,48.1,Potato
Sandy Loam,Zaid,1990.8,25.5,7.15,196.3,79.8,193.7,Onion
Clay,Rabi,490.8,12.6,8.07,182.0,49.6,196.4,Rice
Black Soil,Zaid,2354.8,13.6,5.17,187.6,12.8,287.0,Chickpea
Alluvial,Zaid,1583.8,32.1,7.2,201.6,13.5,293.2,Wheat
Sandy Loam,Rabi,1932.5,28.3,8.74,307.0,67.4,99.1,Mustard
Black Soil,Zaid,2007.8,35.4,8.31,260.6,56.4,153.6,Soybean
Red Soil,Rabi,778.1,16.3,6.45,130.2,56.2,63.6,Cotton
Clay,Zaid,2242.7,14.0,6.45,120.8,104.1,237.8,Rice
Loamy,Zaid,2222.5,18.6,5.33,206.0,48.5,217.7,Tomato
Clay,Rabi,1265.7,14.2,7.76,107.6,75.6,36.2,Rice
Red Soil,Kharif,1010.5,15.3,4.78,347.8,90.9,120.7,Groundnut
Loamy,Rabi,268.5,24.2,7.38,295.0,92.8,98.1,Potato
Black Soil,Zaid,1171.2,10.5,8.65,56.9,49.8,158.4,Soybean
Clay Loam,Kharif,1260.9,22.6,4.96,254.8,27.2,116.4,Soybean
Red Soil,Zaid,1627.2,19.0,8.94,254.7,68.5,177.1,Groundnut
Clay Loam,Kharif,1454.3,37.6,6.35,151.1,107.0,299.6,Soybean
Black Soil,Zaid,1028.8,11.9,8.6,88.7,76.3,269.4,Cotton
Clay Loam,Rabi,326.0,32.1,6.14,97.2,73.4,67.8,Chickpea
Loamy,Zaid,2053.3,28.2,8.9,151.0,22.1,287.2,Tomato
Alluvial,Kharif,2327.6,16.3,4.77,153.7,33.1,170.3,Cotton
Sandy Loam,Zaid,1510.1,10.3,6.52,38.3,11.2,213.1,Tomato
Clay,Zaid,1701.5,13.3,4.82,42.6,15.4,86.7,Rice
Alluvial,Kharif,2238.2,16.7,4.55,215.3,95.5,190.6,Rice
Alluvial,Rabi,1498.7,34.1,5.61,284.2,14.2,189.1,Mustard
Clay,Kharif,455.1,29.0,5.37,252.3,104.8,33.8,Rice
Clay Loam,Rabi,874.8,33.9,8.06,324.7,80.7,266.5,Tomato
Clay Loam,Zaid,1655.1,25.0,8.06,269.7,92.2,106.6,Onion
Red Soil,Rabi,474.8,36.1,8.14,175.1,75.0,133.3,Cotton
Sandy Loam,Kharif,2466.2,20.1,7.14,48.8,18.4,123.5,Groundnut
Red Soil,Rabi,1641.4,36.4,6.13,44.9,68.7,81.3,Cotton
Red Soil,Kharif,1018.4,12.6,7.11,270.3,36.4,247.1,Cotton
Alluvial,Zaid,1550.2,25.8,4.9,243.8,59.3,109.0,Maize
Black Soil,Kharif,1362.5,25.3,8.36,340.5,97.2,268.0,Cotton
Clay Loam,Rabi,1682.9,25.5,7.88,201.9,49.1,47.5,Chickpea
Black Soil,Zaid,1144.7,16.9,7.19,219.1,47.8,124.7,Chickpea
Sandy Loam,Zaid,1235.4,22.7,7.44,187.6,54.4,108.9,Tomato
Loamy,Kharif,2424.6,12.8,4.91,291.3,71.5,238.4,Groundnut
Sandy Loam,Zaid,1534.9,33.7,7.27,185.7,25.3,193.5,Onion
Red Soil,Kharif,512.7,26.0,8.14,69.3,36.5,231.8,Groundnut
Clay,Rabi,681.0,39.6,4.97,327.5,75.4,38.2,Rice
Clay,Kharif,1793.6,22.6,6.64,241.6,31.2,49.5,Rice
Clay,Rabi,2263.3,24.3,6.87,163.0,112.9,255.3,Rice
Clay,Kharif,2247.0,12.7,6.56,210.3,116.0,230.8,Rice
Sandy Loam,Zaid,488.5,20.6,6.97,270.5,15.5,74.9,Tomato
Loamy,Rabi,1601.2,12.9,7.12,75.8,28.9,76.5,Wheat
Clay Loam,Rabi,2280.5,37.6,4.75,140.1,77.2,107.6,Chickpea
Alluvial,Rabi,1180.5,35.3,6.32,31.3,75.1,155.2,Mustard
Clay Loam,Rabi,2217.6,24.8,6.24,132.4,31.9,37.6,Chickpea
Loamy,Rabi,1546.7,22.3,6.06,70.6,14.1,54.4,Chickpea
Loamy,Rabi,2177.7,14.8,4.85,258.9,103.7,239.3,Potato
Alluvial,Kharif,2385.5,28.0,7.74,109.4,46.0,61.5,Cotton
Sandy Loam,Rabi,1350.9,36.8,8.37,299.7,36.9,43.3,Onion
Clay,Rabi,2133.9,27.2,7.42,189.1,107.0,104.4,Rice
Sandy Loam,Rabi,2286.1,38.2,8.23,211.8,82.8,105.2,Mustard
Loamy,Kharif,2322.3,16.8,6.8,268.7,105.8,138.0,Groundnut
Clay,Zaid,790.3,30.4,4.6,111.9,106.8,94.3,Rice
Loamy,Zaid,1115.7,25.5,6.1,124.7,32.1,292.9,Onion
Sandy Loam,Rabi,665.0,31.2,6.05,217.5,85.4,149.9,Mustard
Clay,Zaid,585.9,30.6,8.0,73.9,87.4,277.1,Rice
Red Soil,Kharif,876.8,30.6,5.93,54.3,86.0,262.7,Groundnut
Red Soil,Rabi,245.0,38.3,7.8,192.1,56.9,105.8,Groundnut
Sandy Loam,Rabi,834.3,32.7,7.42,311.6,29.1,155.9,Mustard
Loamy,Kharif,794.1,32.5,5.56,286.7,96.0,122.8,Maize
Alluvial,Rabi,2289.3,23.0,8.03,96.3,60.3,102.9,Mustard
Alluvial,Kharif,1012.3,33.1,6.3,264.1,50.6,232.6,Cotton
Clay Loam,Rabi,1556.4,15.5,5.43,227.1,49.4,139.4,Wheat
Black Soil,Zaid,1493.9,18.7,6.23,200.5,34.4,287.8,Cotton
Black Soil,Zaid,2498.9,37.2,5.9,176.8,42.7,136.1,Chickpea
Alluvial,Kharif,1791.6,38.4,7.19,162.2,108.2,181.6,Rice
Alluvial,Zaid,800.5,11.3,8.49,327.8,98.0,213.9,Sugarcane
Red Soil,Zaid,2495.3,39.2,4.88,111.9,17.8,200.0,Groundnut
Clay,Zaid,1030.0,20.8,7.32,260.2,106.7,251.7,Rice
Black Soil,Rabi,1806.5,10.8,8.44,55.8,32.4,277.2,Chickpea
Clay Loam,Rabi,1549.7,15.2,5.7,231.8,26.6,242.7,Wheat
Sandy Loam,Zaid,1626.8,22.4,5.83,173.8,72.1,42.1,Tomato
Black Soil,Kharif,291.1,20.0,4.69,270.9,106.9,258.9,Cotton
Clay Loam,Kharif,1894.2,20.3,6.85,67.8,99.3,296.7,Soybean
Alluvial,Kharif,323.1,28.4,8.78,114.2,58.3,170.9,Rice
Red Soil,Rabi,1020.3,25.3,8.56,255.9,118.0,93.9,Cotton
Sandy Loam,Rabi,504.5,14.4,6.35,53.5,72.5,86.0,Potato
Loamy,Zaid,736.4,23.2,4.91,197.3,111.0,106.8,Onion
Sandy Loam,Kharif,2419.5,19.1,7.67,348.9,84.9,67.8,Maize
Alluvial,Kharif,1702.4,31.8,8.01,345.3,113.2,179.8,Rice
Black Soil,Zaid,1964.6,26.1,8.0,252.9,101.1,201.8,Soybean
Clay Loam,Kharif,1015.9,17.0,5.99,232.2,59.5,95.5,Soybean
Clay,Kharif,522.9,17.7,4.94,218.1,107.6,33.3,Rice
Loamy,Rabi,385.7,27.6,8.65,32.4,83.2,280.3,Chickpea
Clay,Kharif,408.3,16.2,7.99,199.3,21.7,296.6,Rice
Clay,Zaid,1864.8,35.8,7.48,245.0,101.9,184.5,Rice
Clay Loam,Rabi,2242.4,19.3,5.96,64.7,20.9,200.2,Wheat
Sandy Loam,Rabi,1503.6,12.9,7.89,307.0,52.2,289.3,Mustard
Sandy Loam,Zaid,1320.6,32.1,6.59,200.2,120.0,135.4,Onion
Alluvial,Zaid,2116.6,19.1,8.22,234.1,57.0,61.2,Rice
Clay,Kharif,252.4,33.9,7.68,63.5,70.6,168.9,Rice
Clay Loam,Rabi,1905.1,12.5,5.83,314.0,119.5,254.0,Wheat
Alluvial,Rabi,1670.7,14.7,7.1,95.7,63.9,60.2,Wheat
Black Soil,Zaid,1499.7,30.1,4.96,276.8,103.8,56.7,Cotton
Clay Loam,Kharif,246.2,32.9,6.59,220.9,52.3,121.9,Soybean
Black Soil,Zaid,206.0,28.4,4.66,133.9,82.4,144.7,Soybean
Clay,Kharif,887.7,21.8,7.0,258.7,67.4,257.6,Rice
Loamy,Kharif,2085.5,35.4,5.7,186.5,33.7,90.3,Rice
Loamy,Zaid,542.7,31.9,6.4,221.4,115.9,151.5,Tomato
Clay Loam,Rabi,358.9,33.4,5.61,61.5,90.4,158.3,Wheat
Loamy,Zaid,1124.6,19.5,7.65,191.9,28.0,48.1,Tomato
Red Soil,Zaid,1191.3,15.9,6.85,315.8,53.4,87.2,Groundnut
Red Soil,Kharif,2149.2,39.6,5.66,127.6,87.5,229.9,Cotton
Red Soil,Zaid,1959.0,25.4,8.2,229.5,112.7,50.0,Cotton
Sandy Loam,Kharif,965.4,24.9,7.07,76.6,39.5,60.0,Maize
Loamy,Zaid,1230.7,17.4,6.11,204.6,57.1,45.5,Tomato
Black Soil,Zaid,2185.8,32.6,7.07,95.9,68.8,111.4,Chickpea
Black Soil,Rabi,1827.2,19.3,8.61,266.5,35.4,165.1,Chickpea
Sandy Loam,Zaid,604.6,32.9,6.62,247.7,39.9,150.5,Onion
Clay Loam,Rabi,1472.0,18.7,6.77,118.4,103.0,223.1,Chickpea
Loamy,Kharif,857.2,36.6,7.26,338.6,63.9,213.8,Soybean
Alluvial,Rabi,2051.2,34.7,6.02,262.0,43.4,66.1,Wheat
Sandy Loam,Zaid,275.2,28.9,5.64,188.2,118.4,48.7,Tomato
Black Soil,Zaid,1301.1,10.9,7.69,249.9,38.1,262.4,Soybean
Loamy,Kharif,2047.5,26.5,7.18,70.0,100.6,119.1,Rice
Loamy,Zaid,1219.4,11.4,5.65,168.7,72.7,40.4,Tomato
Alluvial,Zaid,2265.5,32.6,7.8,270.5,75.8,262.2,Rice
Clay,Kharif,1359.9,18.5,5.43,251.5,38.2,105.1,Rice
Black Soil,Kharif,779.2,27.5,8.85,169.4,13.0,108.5,Cotton
Sandy Loam,Rabi,1620.5,38.8,8.05,277.6,47.0,183.9,Potato
