crop,season,humidity_percent,temperature_c,rainfall_mm,disease_risk,disease_occurred
Soybean,Kharif,66.4,18.0,683.2,Medium,Yellow Mosaic
Soybean,Kharif,76.8,22.3,512.5,High,Yellow Mosaic
Soybean,Rabi,41.4,20.8,1578.0,Medium,Yellow Mosaic
Potato,Rabi,62.6,15.6,689.1,Low,None
Potato,Zaid,62.7,19.9,231.6,Low,None
Soybean,Zaid,63.7,29.3,590.0,Low,None
Soybean,Kharif,59.1,23.9,1893.7,Medium,Yellow Mosaic
Tomato,Kharif,90.0,37.4,829.7,Medium,Late Blight
Soybean,Rabi,61.7,35.2,1224.2,Medium,Rust
Potato,Rabi,59.8,19.0,1804.2,Medium,None
Soybean,Kharif,73.3,19.8,386.2,Medium,Rust
Cotton,Zaid,90.7,20.0,397.3,Medium,Bacterial Blight
Wheat,Rabi,93.6,24.6,1601.5,High,Powdery Mildew
Cotton,Zaid,93.1,37.7,972.0,Medium,Bollworm
Wheat,Zaid,92.5,30.0,1791.1,High,Rust
Soybean,Zaid,72.2,20.3,1580.9,Medium,Yellow Mosaic
Tomato,Kharif,77.4,33.1,1701.3,High,Early Blight
Potato,Rabi,91.7,36.9,213.2,Low,None
Rice,Zaid,84.3,30.5,999.1,Medium,None
Potato,Zaid,57.2,32.7,1253.4,Low,None
Wheat,Kharif,42.0,26.2,308.7,Low,None
Cotton,Kharif,89.8,26.4,1266.8,High,Bacterial Blight
Cotton,Rabi,50.9,33.8,453.0,Low,None
Soybean,Zaid,92.5,21.8,309.3,Medium,Yellow Mosaic
Soybean,Zaid,80.4,28.9,332.2,High,Rust
Soybean,Rabi,43.6,19.9,1110.4,Low,None
Rice,Zaid,94.9,27.2,1704.3,High,Bacterial Leaf Blight
Potato,Kharif,50.2,36.6,949.9,Medium,None
Rice,Rabi,85.9,19.2,724.3,Medium,Blast
Cotton,Rabi,86.5,25.4,580.4,Medium,Bacterial Blight
Potato,Zaid,72.0,34.4,201.6,Low,None
Wheat,Zaid,78.8,30.0,674.6,Medium,Rust
Potato,Kharif,82.5,34.8,783.8,Medium,Late Blight
Cotton,Rabi,75.3,35.8,926.0,Medium,None
Tomato,Rabi,88.5,23.3,971.0,High,Early Blight
Tomato,Kharif,67.3,30.3,656.4,Low,None
Tomato,Zaid,77.1,20.3,1474.0,High,Late Blight
Soybean,Zaid,90.1,25.2,1144.9,High,Rust
Tomato,Kharif,67.2,17.2,1661.6,Medium,Late Blight
Cotton,Zaid,88.6,33.1,1755.3,High,Bollworm
Rice,Rabi,71.6,21.1,851.4,Medium,Blast
Tomato,Rabi,80.2,17.8,1721.1,High,Fruit Borer
Cotton,Kharif,46.6,24.4,1351.9,Medium,Whitefly
Tomato,Rabi,47.3,24.0,1317.5,Low,None
Cotton,Kharif,48.6,34.6,610.1,Low,None
Soybean,Zaid,44.6,28.5,1264.3,Low,None
Rice,Zaid,46.3,20.8,1012.2,Low,None
Rice,Zaid,72.1,22.2,1016.0,Medium,Bacterial Leaf Blight
Cotton,Kharif,63.5,24.5,1789.2,High,Bacterial Blight
Rice,Zaid,76.0,28.2,694.0,Medium,Brown Spot
Tomato,Zaid,86.7,37.0,1340.2,Medium,Late Blight
Tomato,Rabi,87.2,20.2,1647.0,High,Early Blight
Potato,Kharif,76.9,25.3,901.3,High,Late Blight
Tomato,Zaid,52.2,22.9,238.0,Low,None
Cotton,Zaid,53.0,17.6,1793.2,Low,None
Tomato,Rabi,68.9,35.8,204.9,Low,None
Soybean,Rabi,84.9,30.5,1726.2,High,Yellow Mosaic
Potato,Kharif,67.5,17.8,403.6,Medium,Early Blight
Potato,Rabi,60.9,35.8,1174.5,Low,None
Wheat,Kharif,87.7,25.6,1746.6,High,Loose Smut
Wheat,Zaid,45.0,25.0,1149.9,Low,None
Rice,Zaid,53.1,29.4,1747.6,Medium,Bacterial Leaf Blight
Tomato,Kharif,53.5,22.4,1742.9,Medium,Fruit Borer
Cotton,Zaid,83.9,15.0,1507.8,High,Whitefly
Tomato,Zaid,54.7,25.6,559.1,Low,None
Cotton,Kharif,73.1,17.7,209.6,Medium,Bacterial Blight
Wheat,Rabi,72.6,35.7,1022.8,Medium,None
Tomato,Kharif,77.6,22.5,1434.0,High,Fruit Borer
Tomato,Zaid,63.3,25.2,1503.1,Medium,Fruit Borer
Cotton,Zaid,65.1,30.8,1155.6,Low,None
Rice,Rabi,87.2,30.5,988.4,Medium,Bacterial Leaf Blight
Potato,Rabi,87.5,25.9,1658.5,High,Early Blight
Wheat,Kharif,47.2,33.5,615.6,Low,None
Potato,Rabi,42.8,31.8,412.8,Low,None
Soybean,Zaid,42.8,28.1,1340.9,Medium,None
Soybean,Zaid,91.5,26.7,902.0,High,Yellow Mosaic
Wheat,Zaid,62.7,28.2,1176.4,Medium,None
Tomato,Kharif,42.1,34.8,1634.4,Medium,None
Potato,Rabi,82.1,32.5,1601.6,High,Early Blight
Soybean,Kharif,45.9,36.0,225.0,Low,None
Cotton,Rabi,80.1,16.4,1178.5,Medium,None
Cotton,Zaid,61.4,38.0,521.5,Low,None
Tomato,Zaid,88.4,25.1,636.1,Medium,None
Rice,Rabi,42.6,21.7,787.0,Low,None
Wheat,Zaid,66.8,36.7,843.7,Medium,None
Wheat,Kharif,54.9,19.2,931.0,Low,None
Potato,Zaid,71.5,31.8,711.9,Low,None
Soybean,Zaid,48.5,26.3,794.5,Low,None
Cotton,Rabi,73.6,34.2,576.4,Low,None
Soybean,Zaid,66.7,20.9,1842.2,Medium,None
Soybean,Kharif,50.5,37.2,610.5,Low,None
Cotton,Kharif,49.0,15.8,1622.6,Medium,Whitefly
Cotton,Kharif,73.2,26.1,1371.3,High,Whitefly
Rice,Rabi,79.0,32.3,1188.4,Medium,Bacterial Leaf Blight
Tomato,Kharif,83.0,35.6,1934.7,High,Fruit Borer
Cotton,Zaid,65.5,36.9,790.1,Low,None
Cotton,Kharif,67.7,24.5,1015.1,Medium,Bollworm
Cotton,Kharif,60.4,32.6,367.4,Medium,None
Tomato,Zaid,88.8,34.8,797.7,Medium,None
Cotton,Kharif,46.2,22.5,1297.4,Medium,Bollworm
Cotton,Kharif,52.1,25.9,1383.6,Medium,Bollworm
Soybean,Kharif,86.2,30.6,1978.8,High,Yellow Mosaic
Wheat,Kharif,42.6,19.5,1260.6,Medium,Loose Smut
Soybean,Zaid,55.2,18.9,1668.6,Low,None
Soybean,Zaid,74.8,17.3,1994.1,Medium,Rust
Soybean,Rabi,66.7,29.4,390.2,Low,None
Cotton,Rabi,81.2,35.0,1114.1,Medium,Whitefly
Tomato,Rabi,80.7,18.0,1036.7,Medium,None
Potato,Rabi,54.6,17.7,1996.0,Medium,None
Tomato,Zaid,83.7,24.3,709.1,High,Fruit Borer
Rice,Rabi,42.1,18.8,661.1,Low,None
Soybean,Rabi,59.3,32.4,751.1,Low,None
Rice,Zaid,76.7,16.9,847.4,Medium,None
Soybean,Zaid,49.4,18.0,1465.5,Medium,Rust
Cotton,Kharif,54.0,34.9,522.7,Low,None
Wheat,Rabi,64.4,22.0,902.0,Medium,Powdery Mildew
Wheat,Zaid,64.9,18.6,1413.9,Medium,Powdery Mildew
Soybean,Rabi,69.6,27.1,733.8,Low,None
Soybean,Zaid,43.4,25.2,686.1,Low,None
Cotton,Kharif,41.8,31.9,916.7,Medium,Bacterial Blight
Potato,Zaid,52.8,24.4,567.2,Low,None
Cotton,Rabi,70.7,15.1,1513.8,Medium,None
Cotton,Rabi,74.0,15.9,1330.4,Medium,Bacterial Blight
Cotton,Kharif,73.9,25.6,470.4,Medium,Whitefly
Wheat,Kharif,82.2,34.3,1537.1,High,Loose Smut
Tomato,Rabi,89.2,33.3,1069.3,Medium,Early Blight
Soybean,Kharif,75.0,26.8,967.3,High,Rust
Tomato,Rabi,45.9,19.2,1773.2,Low,None
Rice,Rabi,86.8,26.2,741.7,High,Blast
Cotton,Zaid,81.3,37.2,1970.3,High,Whitefly
Wheat,Rabi,79.3,28.9,1381.3,High,Powdery Mildew
Potato,Rabi,45.8,36.1,1166.2,Low,None
Rice,Rabi,58.6,33.7,482.5,Low,None
Cotton,Rabi,60.8,31.9,626.2,Low,None
Rice,Rabi,62.4,16.1,1967.2,Medium,Bacterial Leaf Blight
Potato,Zaid,83.0,27.8,1489.8,High,Early Blight
Tomato,Rabi,52.9,28.4,1723.8,Medium,Late Blight
Tomato,Rabi,41.1,32.4,1203.5,Low,None
Potato,Kharif,80.3,34.2,1335.1,High,Early Blight
Potato,Kharif,77.6,36.6,1109.3,Medium,Late Blight
Rice,Rabi,53.0,35.6,649.0,Low,None
Soybean,Zaid,64.4,27.7,639.6,Low,None
Potato,Kharif,64.2,18.6,1438.5,Medium,Late Blight
Soybean,Kharif,42.3,20.6,888.4,Low,None
Wheat,Zaid,70.0,21.3,1875.4,Medium,Rust
Potato,Zaid,85.7,25.7,986.9,High,Early Blight
Soybean,Kharif,62.8,34.8,340.5,Low,None
Wheat,Zaid,46.2,37.7,385.2,Low,None
Wheat,Rabi,40.9,32.4,1209.6,Low,None
Rice,Zaid,43.5,32.4,476.8,Low,None
Cotton,Kharif,68.8,23.3,1795.8,Medium,None
Potato,Zaid,82.8,28.2,1744.4,High,Late Blight
Cotton,Kharif,70.6,17.8,1352.3,Medium,Bollworm
Soybean,Rabi,92.9,23.6,1537.2,High,Yellow Mosaic
Rice,Kharif,81.2,33.8,454.6,Medium,Bacterial Leaf Blight
Potato,Kharif,43.6,31.3,1538.8,Medium,Late Blight
Soybean,Zaid,92.4,17.3,276.6,Low,None
Rice,Rabi,68.5,37.3,958.5,Low,None
Tomato,Zaid,49.5,20.0,791.8,Low,None
Tomato,Zaid,68.1,21.9,899.7,Low,None
Potato,Rabi,72.0,26.1,1393.4,High,Late Blight
Rice,Rabi,72.3,24.7,960.9,High,Bacterial Leaf Blight
Rice,Kharif,82.4,27.1,618.9,High,Blast
Soybean,Rabi,79.6,29.7,1487.0,High,Pod Borer
Potato,Zaid,84.4,33.7,1322.7,High,Early Blight
Soybean,Rabi,43.2,28.0,626.5,Low,None
Cotton,Rabi,64.7,17.2,1063.0,Low,None
Tomato,Zaid,49.9,21.2,1197.5,Low,None
Potato,Zaid,89.5,21.7,1864.4,High,Late Blight
Wheat,Zaid,67.9,31.4,1263.7,Medium,Rust
Rice,Kharif,58.2,37.1,1943.6,Medium,Blast
Rice,Zaid,48.0,25.0,624.6,Low,None
Cotton,Kharif,75.2,23.0,514.8,High,Bacterial Blight
Soybean,Kharif,78.6,21.0,453.3,Medium,Pod Borer
Cotton,Kharif,70.3,29.8,831.8,High,Bacterial Blight
Wheat,Zaid,93.3,32.6,1633.1,High,Loose Smut
Wheat,Rabi,73.6,18.8,925.4,Low,None
Tomato,Kharif,50.2,29.8,1761.9,Medium,None
Wheat,Zaid,71.2,18.8,1796.4,Medium,Loose Smut
Cotton,Rabi,50.7,29.7,1156.8,Low,None
Soybean,Kharif,92.4,25.3,1409.9,High,Yellow Mosaic
Rice,Rabi,77.3,31.5,731.4,Low,None
Potato,Zaid,47.6,27.2,608.6,Low,None
Cotton,Zaid,92.1,35.5,570.9,Medium,None
Potato,Zaid,55.5,30.7,1873.5,Medium,Early Blight
Wheat,Rabi,89.2,35.8,216.6,Medium,Powdery Mildew
Rice,Kharif,87.2,24.6,840.5,High,Brown Spot
Wheat,Kharif,87.7,20.8,1709.6,High,Rust
Soybean,Zaid,74.7,36.6,1706.8,Medium,Yellow Mosaic
Soybean,Kharif,50.0,18.0,1803.0,Medium,Pod Borer
Wheat,Zaid,41.4,15.6,958.5,Low,None
Potato,Kharif,46.5,24.9,1798.0,Medium,Early Blight
Wheat,Rabi,90.0,33.3,1690.6,High,Rust
Cotton,Zaid,51.6,26.1,1461.8,Low,None
Rice,Kharif,43.5,28.7,1407.2,Medium,None
Cotton,Zaid,87.0,18.2,1381.4,High,Whitefly
Wheat,Rabi,49.9,35.7,797.2,Low,None
Rice,Kharif,50.5,19.1,1369.3,Medium,Blast
Wheat,Rabi,55.1,22.4,1333.0,Medium,Rust
Potato,Kharif,75.7,34.4,1134.1,Medium,Late Blight
Tomato,Zaid,68.0,27.5,762.1,Low,None
Soybean,Zaid,53.4,18.8,219.0,Low,None
Soybean,Zaid,87.3,23.2,771.9,Medium,None
Tomato,Zaid,42.2,31.8,1009.6,Low,None
Cotton,Kharif,70.9,31.1,1361.8,Medium,Bacterial Blight
Cotton,Kharif,76.7,22.2,1174.5,High,Whitefly
Soybean,Kharif,58.0,15.6,1583.2,Medium,Rust
Rice,Rabi,57.3,36.8,303.7,Low,None
Tomato,Kharif,79.0,33.8,1462.7,High,Early Blight
Soybean,Kharif,47.0,37.8,456.4,Low,None
Tomato,Rabi,46.4,31.2,1743.4,Low,None
Cotton,Rabi,65.1,30.9,1665.8,Medium,Whitefly
Soybean,Zaid,57.0,19.1,1989.6,Low,None
Soybean,Kharif,76.0,29.8,1892.8,High,Rust
Potato,Rabi,89.7,32.6,1916.5,High,Early Blight
